Script started on 2026-04-22 15:20:31+00:00 [COMMAND="cd ~/secure-reliable-file-fransfer && sudo PYTHONPATH=. python3 -u main.py --mode server --config config_phase1.json" TERM="xterm-256color" TTY="/dev/pts/0" COLUMNS="222" LINES="30"]
[SERVER] Listening on 172.31.77.14:50000
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7186
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7209
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7233
[SERVER] retransmitted DATA seq 7209
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7257
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7282
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7306
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7329
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7353
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 7353

[SERVER][DEBUG] accepted ACK 7377
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7401
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7426
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7450
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7473
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 7473[SERVER][DEBUG] accepted ACK 7498

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7522
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7547
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7574
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7596
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7621
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7647[SERVER] retransmitted DATA seq 7621

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7673
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7698
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7721
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7745
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 7745

[SERVER][DEBUG] accepted ACK 7769
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7794
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7819
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7844
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7868
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 7868[SERVER][DEBUG] accepted ACK 7892

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7916
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7940
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7963
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 7987
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8010
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 8010

[SERVER][DEBUG] accepted ACK 8034
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8058
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8082
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8106
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8130
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 8130

[SERVER][DEBUG] accepted ACK 8153
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8177
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8204
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8229
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8254
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 8254

[SERVER][DEBUG] accepted ACK 8278
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8302
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8328
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8353
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8378
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 8378

[SERVER][DEBUG] accepted ACK 8401
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8425
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8449
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8474
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8499
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8522
[SERVER] retransmitted DATA seq 8499
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8546
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8570
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8595
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8620
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 8620

[SERVER][DEBUG] accepted ACK 8644
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8668
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8692
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8716
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8740
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8765
[SERVER] retransmitted DATA seq 8740
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8788
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8812
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8836
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8860
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8885
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 8885

[SERVER][DEBUG] accepted ACK 8907
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8931
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8955
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 8980
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9003
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9026
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 9026

[SERVER][DEBUG] accepted ACK 9051
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9075
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9099
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9123
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9147
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9171
[SERVER] retransmitted DATA seq 9147
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9195
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9219
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9243
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9265
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9290
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9309
[SERVER] retransmitted DATA seq 9290
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9346
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9370
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9393
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9417
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9441
[SERVER] retransmitted DATA seq 9417
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9462
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9492
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9516
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9531
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9569
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9621
[SERVER] retransmitted DATA seq 9569
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9645
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9667
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9691
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9715
[SERVER] retransmitted DATA seq 9691
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9739
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9763
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9786
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9809
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9833
[SERVER] retransmitted DATA seq 9809
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9858
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9881
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9906
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9929
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9952
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 9975
[SERVER] retransmitted DATA seq 9952
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10000
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10024
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10048
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10072
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10094
[SERVER] retransmitted DATA seq 10094[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10119

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10142
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10167
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10192
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10215
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 10215[SERVER][DEBUG] accepted ACK 10239

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10265
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10289
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10313
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10337
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 10337[SERVER][DEBUG] accepted ACK 10362

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10386
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10409
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10433
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10458
[SERVER] retransmitted DATA seq 10458[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10480

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10503
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10528
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10552
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10576
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10599
[SERVER] retransmitted DATA seq 10576
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10622
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10648
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10673
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10697
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 10697[SERVER][DEBUG] accepted ACK 10721

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10743
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10769
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10794
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10819
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10843
[SERVER] retransmitted DATA seq 10819
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10865
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10890
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10914
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10938
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 10962
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 10962

[SERVER][DEBUG] accepted ACK 10984
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11009
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11033
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11057
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11081
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11104
[SERVER] retransmitted DATA seq 11081
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11128
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11152
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11176
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11200
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11222[SERVER] retransmitted DATA seq 11200

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11246
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11270
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11293
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11325
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 11325[SERVER][DEBUG] accepted ACK 11347

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11372
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11396
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11420
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11444
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11467
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 11467

[SERVER][DEBUG] accepted ACK 11490
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11514
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11538
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11562
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11586
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 11586

[SERVER][DEBUG] accepted ACK 11608
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11633
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11658
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11682
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11705
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 11705

[SERVER][DEBUG] accepted ACK 11729
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11754
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11780
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11804
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11830
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 11830

[SERVER][DEBUG] accepted ACK 11853
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11879
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11904
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11929
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11954
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 11979
[SERVER] retransmitted DATA seq 11954
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12002
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12026
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12050
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12074
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 12074

[SERVER][DEBUG] accepted ACK 12098
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12122
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12146
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12170
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12194
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 12194[SERVER][DEBUG] accepted ACK 12217

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12240
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12264
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12289
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12313
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12337
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 12337

[SERVER][DEBUG] accepted ACK 12360
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12384
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12408
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12432
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12456
[SERVER] retransmitted DATA seq 12456[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12478

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12502
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12526
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12549
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12575
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12598
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12622
[SERVER] retransmitted DATA seq 12598
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12647
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12672
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12697
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12720
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 12720

[SERVER][DEBUG] accepted ACK 12743
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12768
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12792
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12816
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12840
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 12840

[SERVER][DEBUG] accepted ACK 12863
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12889
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12914
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12938
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 12963
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 12963[SERVER][DEBUG] accepted ACK 12985

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13010
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13034
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13058
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13083
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13107
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 13107

[SERVER][DEBUG] accepted ACK 13129
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13153
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13176
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13185
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13238
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 13238

[SERVER][DEBUG] accepted ACK 13261
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13286
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13312
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13337
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13361
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 13361

[SERVER][DEBUG] accepted ACK 13388
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13412
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13437
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13464
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13487
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 13487

[SERVER][DEBUG] accepted ACK 13511
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13536
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13561
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13587
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13611
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 13611

[SERVER][DEBUG] accepted ACK 13635
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13660
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13684
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13707
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13732
[SERVER] retransmitted DATA seq 13732[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13755

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13780
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13805
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13829
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13854
[SERVER] retransmitted DATA seq 13854[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13876

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13900
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13924
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13948
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13971
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 13995
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 14019
[SERVER] retransmitted DATA seq 13995
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 14031
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 14074
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 14099
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 14122
[SERVER] retransmitted DATA seq 14122[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 14147

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 14161
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 14185
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 14233
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 14266
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 14289
[SERVER] retransmitted DATA seq 14266
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 14316
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 14340
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 14366
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 14389
[SERVER] retransmitted DATA seq 14389[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 14413
